sequence,year,date_original,battle_title,battle_title_zh,state,cwsac,outcome,notes,category,source_url,source_url_zh
129,1863,"January 8, 1863",Second Battle of Springfield,,Missouri,D,Union,"Confederates enter town, but are unable to take nearby fort.",CWSAC-rated,https://en.wikipedia.org/wiki/Second_Battle_of_Springfield,
130,1863,"January 9, 1863",Battle of Arkansas Post (Battle of Fort Hindman),,Arkansas,C,Union,"Part of Vicksburg Campaign, fight for control of mouth of Arkansas River.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Arkansas_Post_(1863),
131,1863,"January 9 –11, 1863",Battle of Hartville,,Missouri,D,Confederate,"Confederates are victorious, but unable to continue raid.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Hartville,
132,1863,"January 29, 1863",Bear River Massacre,,Idaho ( Washington Territory at the time),C,Union,American Indian Wars: Shoshone forces massacred by Union troops.,CWSAC-rated,https://en.wikipedia.org/wiki/Bear_River_Massacre,
133,1863,"February 3, 1863",Battle of Dover,,Tennessee,D,Union,Failed Confederate attack on town.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Dover_(1863),
134,1863,"March 5, 1863",Battle of Fort McAllister (1863),,Georgia,C,Confederate,Confederate forces held off Union Naval sieges,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Fort_McAllister_(1863),
135,1863,"March 5, 1863",Battle of Thompson's Station,,Tennessee,C,Confederate,Earl Van Dorn defeats John Coburn,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Thompson's_Station,
136,1863,"March 13 –15, 1863",Battle of Fort Anderson,,North Carolina,D,Union,Daniel H. Hill leads unsuccessful Confederate attack on New Bern.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Fort_Anderson,
137,1863,"March 17, 1863",Battle of Kelly's Ford,,Virginia,C,Confederate,Indecisive cavalry battle during Civil War.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Kelly's_Ford,
138,1863,"March 20, 1863",Battle of Vaught's Hill,,Tennessee,D,Union,Union forces withstand attack by John Hunt Morgan 's Confederates.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Vaught's_Hill,
139,1863,"March 25, 1863",Battle of Brentwood,,Tennessee,D,Confederate,Union force surrenders.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Brentwood,
140,1863,"March 30 – April 20, 1863","Battle of Washington , NC",,North Carolina,D,Inconclusive,Hill unable to take North Carolina town from Union forces.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Washington,
141,1863,"April 7, 1863",First Battle of Charleston Harbor,,South Carolina,C,Confederate,Charleston fails to fall to the Union; Fort Sumter holds; USS Keokuk is sunk.,CWSAC-rated,https://en.wikipedia.org/wiki/First_Battle_of_Charleston_Harbor,
142,1863,"April 10, 1863",Battle of Franklin (1863),,Tennessee,D,Union,Confederates withdraw after rearguard defeat.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Franklin_(1863),
143,1863,"April 11 – May 4, 1863",Battle of Suffolk (Hill's Point) (Battle of Fort Huger),,Virginia,C,Inconclusive,Confederate forces captured from a rear attack.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Suffolk_(Hill's_Point),
144,1863,"April 11 – May 4, 1863",Battle of Suffolk (Norfleet House) ; Siege of Suffolk,,Virginia,C,Inconclusive,Twin battles fought over Suffolk.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Suffolk_(Norfleet_House),
145,1863,"April 12 –13, 1863",Battle of Fort Bisland,,Louisiana,D,Union,Confederate forces retreat from Fort Bisland .,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Fort_Bisland,
146,1863,"April 14, 1863",Battle of Irish Bend,,Louisiana,C,Union,Richard Taylor retreats from Fort Bisland.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Irish_Bend,
147,1863,"April 17, 1863",Battle of Vermilion Bayou,,Louisiana,D,Union,"Richard Taylor, being vastly outnumbered, retreats after an artillery skirmish.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Vermilion_Bayou,
148,1863,"April 26, 1863",Battle of Cape Girardeau,,Missouri,D,Union,Confederate attack fails.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Cape_Girardeau,
149,1863,"April 29, 1863",Battle of Grand Gulf,,Mississippi,C,Confederate,Unsuccessful naval attack by Grant's forces.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Grand_Gulf,
150,1863,"April 29 – May 1, 1863",Battle of Snyder's Bluff,,Mississippi,D,Confederate,Union feint during Vicksburg Campaign .,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Snyder's_Bluff,
151,1863,"April 30, 1863",Battle of Day's Gap,,Alabama,C,Union,Union victory during a raid in Alabama.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Day's_Gap,
152,1863,"April 30 – May 6, 1863",Battle of Chancellorsville,,Virginia,A,Confederate,"Lee defeats Hooker's Army of Potomac, Jackson mortally wounded.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Chancellorsville,
153,1863,"May 1, 1863",Battle of Port Gibson,,Mississippi,B,Union,"in Vicksburg campaign, Grant defeats Confederates",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Port_Gibson,
154,1863,"May 1 –2, 1863",Battle of Chalk Bluff,,Arkansas,D,Confederate,Confederates win but can't continue raid.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Chalk_Bluff,
155,1863,"May 3, 1863",Second Battle of Fredericksburg,,Virginia,B,Union,Union forces under John Sedgwick defeat Confederate forces left to guard the town by Lee.,CWSAC-rated,https://en.wikipedia.org/wiki/Second_Battle_of_Fredericksburg,
156,1863,"May 3 –4, 1863",Battle of Salem Church,,Virginia,B,Confederate,Lee defeats Sedgwick.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Salem_Church,
157,1863,"May 12, 1863",Battle of Raymond,,Mississippi,B,Union,Failed Confederate attempt to protect Vicksburg from approaching Federals.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Raymond,
158,1863,"May 14, 1863","Battle of Jackson, Mississippi",,Mississippi,B,Union,"Sherman, McPherson defeat Johnston",CWSAC-rated,"https://en.wikipedia.org/wiki/Battle_of_Jackson,_Mississippi",
159,1863,"May 16, 1863",Battle of Champion Hill,,Mississippi,A,Union,Grant defeats Pemberton .,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Champion_Hill,
160,1863,"May 17, 1863",Battle of Big Black River Bridge,,Mississippi,B,Union,Confederate forces trapped in Vicksburg.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Big_Black_River_Bridge,
161,1863,"May 18 – July 4, 1863",Siege of Vicksburg,,Mississippi,A,Union,the siege ends; Grant accepts surrender of second Confederate army under Pemberton.,CWSAC-rated,https://en.wikipedia.org/wiki/Siege_of_Vicksburg,
162,1863,"May 21, 1863",Battle of Plains Store,,Louisiana,C,Union,Union victory near Baton Rouge.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Plains_Store,
163,1863,"May 21 – July 9, 1863",Siege of Port Hudson,,Louisiana,A,Union,last Confederate stronghold on Mississippi surrenders; Gardner surrenders to Banks.,CWSAC-rated,https://en.wikipedia.org/wiki/Siege_of_Port_Hudson,
164,1863,"June 7, 1863",Battle of Milliken's Bend,,Louisiana,C,Union,"In the largest battle fought between Confederate and Black troops, after nearly two days of close combat, the Confederates were defeated in their attempt to raise the siege of Vicksburg.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Milliken's_Bend,
165,1863,"June 9, 1863",Battle of Brandy Station,,Virginia,B,Inconclusive,Pleasonton surprises J.E.B. Stuart's cavalrymen in their camps near Brandy Station.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Brandy_Station,
166,1863,"June 9, 1863",Battle of Lake Providence,,Louisiana,D,Union,"Confederates withdraw to Floyd, Louisiana .",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Lake_Providence,
167,1863,"June 13 –15, 1863",Second Battle of Winchester,,Virginia,B,Confederate,Confederate victory paves way for Lee's invasion of the North.,CWSAC-rated,https://en.wikipedia.org/wiki/Second_Battle_of_Winchester,
168,1863,"June 17, 1863",Battle of Aldie,,Virginia,C,Inconclusive,Indecisive battle during Robert E. Lee's march north.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Aldie,
169,1863,"June 17 –19, 1863",Battle of Middleburg,,Virginia,C,Inconclusive,J.E.B. Stuart retreats from engagement with Union cavalry.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Middleburg,
170,1863,"June 20 –21, 1863",Battle of LaFourche Crossing,,Louisiana,D,Union,"Confederates disengage, and fled to Thibodaux .",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_LaFourche_Crossing,
171,1863,"June 21, 1863",Battle of Upperville,,Virginia,C,Inconclusive,Indecisive cavalry battle during Lee's invasion.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Upperville,
172,1863,"June 24 –26, 1863",Battle of Hoover's Gap,,Tennessee,C,Union,Union victory prevents Confederates in Tennessee from coming to the aid of Vicksburg.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Hoover's_Gap,
173,1863,"June 28, 1863",Second Battle of Donaldsonville,,Louisiana,D,Union,Confederate forces failed to take Fort Butler.,CWSAC-rated,https://en.wikipedia.org/wiki/Second_Battle_of_Donaldsonville,
174,1863,"June 29 –30, 1863",Battle of Goodrich's Landing,,Louisiana,D,Inconclusive,Confederates drive Union Black Regiments off of several plantations.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Goodrich's_Landing,
175,1863,"June 30, 1863",Battle of Hanover,,Pennsylvania,C,Inconclusive,"J.E.B. Stuart forced to change his route, delaying his efforts to unite with Lee's force outside Gettysburg.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Hanover,
176,1863,"July 1 –2, 1863",Battle of Cabin Creek,,Oklahoma ( Indian Territory at the time),C,Union,James Monroe Williams forced Confederate forces to flee.,CWSAC-rated,https://en.wikipedia.org/wiki/First_Battle_of_Cabin_Creek,
177,1863,"July 1 –3, 1863",Battle of Gettysburg,,Pennsylvania,A,Union,"Lee loses to Meade , Pickett's Charge fails, ends second invasion of North. Confederate army arrived in Gettysburg to resupply army, unaware of Union army nearby.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Gettysburg,
178,1863,"July 4, 1863",Battle of Helena,,Arkansas,B,Union,Confederate assault on river port fails securing eastern Arkansas for Union.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Helena,
179,1863,"July 6 –16, 1863",Battle of Williamsport,,Maryland,C,Inconclusive,Meade and Lee fight indecisive battle.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Williamsport,
180,1863,"July 8, 1863",Battle of Boonsboro,,Maryland,D,Inconclusive,Indecisive action at rearguard of Lee's retreat.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Boonsboro,
181,1863,"July 9, 1863",Battle of Corydon,,Indiana,C,Confederate,"Confederate raid results in civilian casualties, including a Lutheran minister.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Corydon,
182,1863,"July 11, 1863",Battle of Fort Wagner,,South Carolina,D,Confederate,first of two Union attempts to take Ft. Wagner.,CWSAC-rated,https://en.wikipedia.org/wiki/First_Battle_of_Fort_Wagner,
183,1863,"July 12 –13, 1863",Battle of Kock's Plantation,,Louisiana,C,Confederate,"Union troops retreat to Fort Butler in Donaldsonville, seized during the Second Battle of Donaldsonville .",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Kock's_Plantation,
184,1863,"July 16, 1863",Battle of Grimball's Landing,,South Carolina,D,Inconclusive,Union troops retreat from James Island.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Grimball's_Landing,
185,1863,"July 17, 1863",Battle of Honey Springs,,Oklahoma ( Indian Territory at the time),B,Union,"In Indian Territory, two largely Black and American Indian forces meet. Union victory.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Honey_Springs,
186,1863,"July 18, 1863","Second Battle of Fort Wagner (Battle of Fort Wagner, Morris Island)",,South Carolina,B,Confederate,"second of two Union attempts to take Ft. Wagner fails, heroism of the 54th Massachusetts .",CWSAC-rated,https://en.wikipedia.org/wiki/Second_Battle_of_Fort_Wagner,
187,1863,"July 19, 1863",Battle of Buffington Island,,Ohio,C,Union,Confederates captured after failing to find a secure retreat.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Buffington_Island,
188,1863,"July 23, 1863",Battle of Manassas Gap,,Virginia,D,Inconclusive,"Indecisive battle by day, Confederates withdraw by night.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Manassas_Gap,
189,1863,"July 24 –25, 1863",Battle of Big Mound,,North Dakota ( Dakota Territory at the time),C,Union,Dakota War of 1862 : Union forces defeat Santee and Teton Sioux forces.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Big_Mound,
190,1863,"July 26, 1863",Battle of Dead Buffalo Lake,,North Dakota ( Dakota Territory at the time),D,Union,Sioux Wars / Dakota War of 1862 : Sibley defeats Sioux forces.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Dead_Buffalo_Lake,
191,1863,"July 26, 1863",Battle of Salineville,,Ohio,D,Union,Confederate Brigadier General John Hunt Morgan surrenders in Ohio. The northernmost battle in the Civil War.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Salineville,
192,1863,"July 28, 1863",Battle of Stony Lake,,North Dakota ( Dakota Territory at the time),D,Union,Dakota War of 1862 : Sioux forces escape Union forces in pursuit.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Stony_Lake,
193,1863,"August 17 – September 9, 1863",Second Battle of Fort Sumter,,South Carolina,B,Confederate,Union's massive bombardment and naval attack fails to retake the fort.,CWSAC-rated,https://en.wikipedia.org/wiki/Second_Battle_of_Fort_Sumter,
194,1863,"July 18 – September 7, 1863",Second Battle of Charleston Harbor,,South Carolina,B,Inconclusive,Fort Wagner falls to the Union; Confederates still hold Charleston and Fort Sumter.,CWSAC-rated,https://en.wikipedia.org/wiki/Second_Battle_of_Charleston_Harbor,
195,1863,"August 21, 1863",Second Battle of Chattanooga,,Tennessee,D,Union,Union captures town.,CWSAC-rated,https://en.wikipedia.org/wiki/Second_Battle_of_Chattanooga,
196,1863,"August 23, 1863",Lawrence Massacre (Quantrill's Raid),,Kansas,C,Confederate,Quantrill's Raiders pillage the city.,CWSAC-rated,https://en.wikipedia.org/wiki/Lawrence_Massacre,
197,1863,"September 1, 1863",Battle of Devil's Backbone,,Arkansas,C,Union,Union victory after heavy fighting.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Devil's_Backbone,
198,1863,"September 3 –5, 1863",Battle of Whitestone Hill,,North Dakota ( Dakota Territory at the time),D,Union,Sioux Wars / Dakota War of 1862 : Union forces defeat several American Indian tribes including the Sioux and Blackfeet.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Whitestone_Hill,
199,1863,"September 8, 1863",Second Battle of Sabine Pass,,Texas,B,Confederate,Confederate forces place stakes in river to help aim their guns at Union ships.,CWSAC-rated,https://en.wikipedia.org/wiki/Second_Battle_of_Sabine_Pass,
200,1863,"September 10, 1863",Battle of Bayou Fourche,,Arkansas,B,Union,Union victory allows for capture of Little Rock .,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Bayou_Fourche,
201,1863,"September 10 –11, 1863",Battle of Davis's Cross Roads,,Georgia,C,Union,Union forces establish defensive positions prior to Chickamauga.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Davis's_Cross_Roads,
202,1863,"September 19 –20, 1863",Battle of Chickamauga,,Georgia,A,Confederate,"Bragg defeats Rosecrans, George Thomas of US anointed ""The Rock of Chickamauga""",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Chickamauga,
203,1863,"September 22, 1863",Battle of Blountville (Battle of Blountsville),,Tennessee,D,Union,Union forces capture town.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Blountville,
204,1863,"September 29, 1863",Battle of Stirling's Plantation,,Louisiana,C,Confederate,Federal troops surrendered after being encircled by cavalry dressed as Union soldiers.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Stirling's_Plantation,
205,1863,"October 6, 1863",Battle of Baxter Springs,,Kansas,C,Confederate,Quantrill's Raiders massacre Union Black Troops during U.S. Civil War.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Baxter_Springs,
206,1863,"October 10, 1863",Battle of Blue Springs,,Tennessee,D,Union,Confederate forces overrun.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Blue_Springs,
207,1863,"October 13, 1863",First Battle of Auburn,,Virginia,D,Union,J.E.B. Stuart escapes by hiding in a ravine.,CWSAC-rated,https://en.wikipedia.org/wiki/First_Battle_of_Auburn,
208,1863,"October 14, 1863",Battle of Bristoe Station,,Virginia,B,Union,"Meade defeats elements of Lee's forces, but Confederates destroy railroad during retreat.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Bristoe_Station,
209,1863,"October 14, 1863",Second Battle of Auburn,,Virginia,D,Inconclusive,"Confederates attack Union rearguard, indecisive.",CWSAC-rated,https://en.wikipedia.org/wiki/Second_Battle_of_Auburn,
210,1863,"October 16 –18, 1863",Battle of Fort Brooke,,Florida,D,Union,"Union troops raided the Jean Street Shipyard burning two notorious blockade runners, and disrupting exports.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Fort_Brooke,
211,1863,"October 19, 1863",Battle of Buckland Mills,,Virginia,D,Confederate,"Union cavalry caught in ambush, defeated.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Buckland_Mills,
212,1863,"October 25, 1863",Battle of Pine Bluff,,Arkansas,D,Union,Confederate attack fails.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Pine_Bluff,
213,1863,"October 28 –29, 1863",Battle of Wauhatchie,,Tennessee,B,Union,Longstreet defeated by Union forces.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Wauhatchie,
214,1863,"November 3, 1863",Battle of Collierville,,Tennessee,D,Union,Abortive Confederate attack on the town.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Collierville,
215,1863,"November 6, 1863",Battle of Droop Mountain,,West Virginia,B,Union,Union troops forced Confederate forces to retreat to Lewisburg.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Droop_Mountain,
216,1863,"November 7, 1863",Second Battle of Rappahannock Station,,Virginia,B,Union,"Union forces surge across river, forcing Lee to retreat.",CWSAC-rated,https://en.wikipedia.org/wiki/Second_Battle_of_Rappahannock_Station,
217,1863,"November 16, 1863",Battle of Campbell's Station,,Tennessee,D,Union,Confederate double-envelopment attempt fails.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Campbell's_Station,
218,1863,"November 24 , 1863",Battle of Lookout Mountain,,Tennessee,A,Union,"Joseph Hooker takes Lookout Mountain in the ""Battle Above the Clouds"". Note: combined with the Battle of Missionary Ridge as Chattanooga III in the CWSAC report.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Lookout_Mountain,
219,1863,"November 25 , 1863",Battle of Missionary Ridge,,Tennessee,A,Union,Grant routs Braxton Bragg 's army ending the siege of Union forces in Chattanooga. Note: combined with the Battle of Lookout Mountain as Chattanooga III in the CWSAC report.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Missionary_Ridge,
220,1863,"November 27 – December 2, 1863",Battle of Mine Run,,Virginia,B,Inconclusive,Meade bombards Lee's Confederates but then withdraws.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Mine_Run,
221,1863,"November 27, 1863",Battle of Ringgold Gap,,Georgia,B,Confederate,Confederates under Patrick Cleburne defeat Union forces under Joseph Hooker .,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Ringgold_Gap,
222,1863,"November 29, 1863",Battle of Fort Sanders,,Tennessee,B,Union,Longstreet unable to take fort due to poor quality gunpowder.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Fort_Sanders,
223,1863,"December 14, 1863",Battle of Bean's Station,,Tennessee,D,Confederate,Union forces withdraw a short distance.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Bean's_Station,
224,1863,"December 29, 1863",Battle of Mossy Creek,,Tennessee,D,Union,Confederate cavalry forced back.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Mossy_Creek,
225,1864,"January 17, 1864",Battle of Dandridge,,Tennessee,C,Confederate,Union forces withdraw.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Dandridge,
226,1864,"January 26, 1864",Battle of Athens,,Alabama,D,Union,Union victory in Northern Alabama .,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Athens_(1864),
227,1864,"January 27, 1864",Battle of Fair Garden,,Tennessee,C,Inconclusive,Union victory followed by withdrawal.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Fair_Garden,
228,1864,"February 6 –7, 1864",Battle of Morton's Ford,,Virginia,D,Inconclusive,Diversionary Union attack.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Morton's_Ford,
229,1864,"February 13, 1864",Battle of Middle Boggy Depot,,Oklahoma ( Indian Territory at the time),D,Union,Union troops massacred Confederate forces as the Confederates burned their encampments.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Middle_Boggy_Depot,
230,1864,"February 14 –20, 1864",Battle of Meridian,,Mississippi,C,Union,Sherman occupies town.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Meridian,
231,1864,"February 20, 1864",Battle of Olustee,,Florida,B,Confederate,Union fails to take Florida.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Olustee,
232,1864,"February 22, 1864",Battle of Okolona,,Mississippi,B,Confederate,"Confederate cavalry, commanded by Maj. Gen. Nathan Bedford Forrest , routed 7,000 cavalry under the command of Brig. Gen. William Sooy Smith .",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Okolona,
233,1864,"February 22 –27, 1864",First Battle of Dalton,,Georgia,C,Confederate,"After several days of intense skirmishing, Maj. Gen. George H. Thomas 's army withdrew upon realizing Gen. Joseph E. Johnston 's troops could repel any assault. However, the intelligence garnered from the Battle of Dalton helped pave the way for a Union victory in the summer.",CWSAC-rated,https://en.wikipedia.org/wiki/First_Battle_of_Dalton,
234,1864,"March 2, 1864",Battle of Walkerton,,Virginia,C,Confederate,controversy surrounding the Dahlgren Affair .,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Walkerton,
235,1864,"March 12 –14, 1864",Battle of Fort DeRussy,,Louisiana,B,Union,Fort DeRussy fell and the Red River to Alexandria was open.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Fort_DeRussy,
236,1864,"March 25, 1864",Battle of Paducah,,Kentucky,C,Confederate,Confederate raid by Forrest successful.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Paducah,
237,1864,"April 3 –4, 1864",Battle of Elkin's Ferry,,Arkansas,C,Union,Confederates unable to prevent Union river crossing.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Elkin's_Ferry,
238,1864,"April 8, 1864",Battle of Mansfield or Sabine Cross Roads,,Louisiana,A,Confederate,Banks Union Red River Campaign halted by the Confederates.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Mansfield,
239,1864,"April 9 –13, 1864",Battle of Prairie D'Ane,,Arkansas,B,Union,Frederick Steele defeats Sterling Price .,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Prairie_D'Ane,
240,1864,"April 9, 1864",Battle of Pleasant Hill,,Louisiana,B,Union,Confederate attack fails.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Pleasant_Hill,
241,1864,"April 12, 1864",Battle of Fort Pillow,,Tennessee,B,Confederate,"N.B. Forrest takes fort, massacres black soldiers.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Fort_Pillow,
242,1864,"April 12 –13, 1864",Battle of Blair's Landing,,Louisiana,C,Union,Confederate forces retreated after constant Naval bombardments.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Blair's_Landing,
243,1864,"April 17, 1864",Battle of Plymouth,,North Carolina,C,Confederate,"Confederate land forces, supported by naval ram, retake two Union forts near Plymouth, North Carolina.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Plymouth_(1864),
244,1864,"April 18, 1864",Battle of Poison Spring,,Arkansas,C,Confederate,"Part of Red River Campaign in Arkansas, black troops massacred.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Poison_Spring,
245,1864,"April 23, 1864",Battle of Monett's Ferry,,Louisiana,C,Union,Confederate forces driven back.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Monett's_Ferry,
246,1864,"April 25, 1864",Battle of Marks' Mills,,Arkansas,D,Confederate,Part of Red River Campaign in Arkansas.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Marks'_Mills,
247,1864,"April 30, 1864",Battle of Jenkins' Ferry,,Arkansas,C,Union,Part of Red River Campaign in Arkansas.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Jenkins'_Ferry,
248,1864,"May 5, 1864",Battle of Albemarle Sound,,North Carolina,C,Inconclusive,Indecisive naval battle during U.S. Civil War.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Albemarle_Sound,
249,1864,"May 5 –7, 1864",Battle of the Wilderness,,Virginia,A,Inconclusive,Grant and Lee meet inconclusively.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_the_Wilderness,
250,1864,"May 6 –7, 1864",Battle of Port Walthall Junction,,Virginia,C,Union,Union forces destroy railroad,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Port_Walthall_Junction,
251,1864,"May 7 –13, 1864",Battle of Rocky Face Ridge,,Georgia,C,Union,"Due to a flanking movement by Union troops under Maj. Gen. William Tecumseh Sherman , Confederates led by Gen. Joseph E. Johnston were forced to evacuate their strong position near Atlanta .",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Rocky_Face_Ridge,
252,1864,"May 8 –21, 1864",Battle of Spotsylvania Court House,,Virginia,A,Inconclusive,"Grant and Lee meet inconclusively, Grant writes to Halleck ""I propose to fight it out on this line if it takes all summer"".",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Spotsylvania_Court_House,
253,1864,"May 9, 1864",Battle of Swift Creek,,Virginia,C,Inconclusive,"Union forces damage railroad, but are stopped by Confederate forces.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Swift_Creek,
254,1864,"May 9, 1864",Battle of Cloyd's Mountain,,Virginia,C,Union,"Union victory, Confederate General Albert G. Jenkins killed.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Cloyd's_Mountain,
255,1864,"May 10, 1864",Battle of Chester Station,,Virginia,D,Inconclusive,Union forces under Benjamin Butler pushed back.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Chester_Station,
256,1864,"May 10, 1864",Battle of Cove Mountain,,Virginia,D,Inconclusive,Union forces under William W. Averell fought off Confederate attack and escaped under cover of the night.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Cove_Mountain,
257,1864,"May 11, 1864",Battle of Yellow Tavern,,Virginia,C,Union,"Union forces win cavalry battle, J.E.B. Stuart is mortally wounded.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Yellow_Tavern,
