sequence,year,date_original,battle_title,battle_title_zh,state,cwsac,outcome,notes,category,source_url,source_url_zh
355,1864,"December 17 –18, 1864",Battle of Marion,,Virginia,D,Union,Union forces destroy beneficial infrastructure.,CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Marion,
356,1864,"December 20 –21, 1864",Second Battle of Saltville,,Virginia,C,Union,"Confederate forces retreated, and General George Stoneman 's troops entered the town and destroyed the saltworks.",CWSAC-rated,https://en.wikipedia.org/wiki/Battle_of_Saltville_II,
424,1864,"March 1, 1864",Skirmish at Cedar Creek,,Florida,,Inconclusive,Confederates raid near Union occupied Jacksonville .,Other USA/CSA,https://en.wikipedia.org/wiki/Skirmish_at_Cedar_Creek,
445,1864,"March 18, 1864",Battle of Laredo,,Texas,,Confederate,"Union force sent to destroy 0 5,000 bales of cotton",Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Laredo,
446,1864,"April 13 –14, 1864",Battle of Salyersville,,Kentucky,,Union,Confederates were driven into Salyersville with heavy losses.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Salyersville,
447,1864,"May 6, 1864",Battle of Calcasieu Pass,,Louisiana,,Confederate,Confederates capture two Union gunboats.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Calcasieu_Pass,
448,1864,"May 12, 1864",Battle of Meadow Bridge,,Virginia,,Union,Sheridan forces a crossing of the Chickahominy River during the Overland Campaign,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Meadow_Bridge,
449,1864,"June 19, 1864",Battle of Cherbourg (1864) (Sinking of CSS Alabama ),,"(Naval engagement) Cherbourg, France",,Union,USS Kearsarge sinks CSS Alabama,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Cherbourg_(1864),
450,1864,"July 13, 1864",Battle of Camden Point,,Missouri,,Union,Confederates were ambushed; Camden Point is scorched.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Camden_Point,
451,1864,"July 30, 1864",Battle of Brown's Mill,,Georgia,,Confederate,Cavalry engagement during Atlanta campaign,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Brown's_Mill,
452,1864,"July 31, 1864",Battle of Fort Smith,,Arkansas,,Union,Federal troops maintain control of western Arkansas,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Fort_Smith,
453,1864,"August 17, 1864",Battle of Gainesville,,Florida,,Confederate,"Union failed to take Gainesville, retreated.",Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Gainesville,
454,1864,"September 23 –25, 1864",Battle of Sulphur Creek Trestle,,Alabama,,Confederate,Raid to disrupt Sherman's supply line,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Sulphur_Creek_Trestle,
455,1864,"September 27, 1864",Battle of Marianna,,Florida,,Union,Cavalry raid into Florida panhandle.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Marianna,
456,1864,"October 15, 1864",Capture of Sedalia,,Missouri,,Confederate,Confederate cavalry defeat Union militia,Other USA/CSA,https://en.wikipedia.org/wiki/Capture_of_Sedalia,
457,1864,"October 19, 1864",St. Albans raid,,Vermont,,Confederate,Northernmost land action of the American Civil War,Other USA/CSA,https://en.wikipedia.org/wiki/St._Albans_raid,
458,1864,"October 28, 1864",Battle of Ladiga,,Alabama,,Confederate,"Ferguson 's Brigade, Jackson 's Cavalry Division defends approaches to Jacksonville along Terrapin Creek to Coloma , Alabama.",Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Ladiga,
459,1864,"October 28, 1864",Battle of Morristown,,Tennessee,,Union,Union troops route Confederate forces protecting the railroad junction at Morristown,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Morristown,
460,1864,"December 24, 1864",Battle of Anthony's Hill (Battle of King's Hill),,Tennessee,,Confederate,Forrest turns back Union pursuers after the Battle of Nashville.,Other USA/CSA,https://en.wikipedia.org/wiki/Battle_of_Anthony's_Hill,
477,1864,"January 12 –14, 1864",Battle of Canyon de Chelly,,Arizona ( Arizona Territory at the time),,US victory,,American Indian Wars,https://en.wikipedia.org/wiki/Battle_of_Canyon_de_Chelly,
478,1864,"November 25, 1864",First Battle of Adobe Walls,,Texas,,"Texas–Indian wars: Kit Carson fights Kiowa forces to a draw, but manages to destroy their settlement.",,American Indian Wars,https://en.wikipedia.org/wiki/First_Battle_of_Adobe_Walls,
